year,edition,country,gold,silver,bronze,total,season
1896,1896 Summer Olympics,Australia,2,0,0,2,Summer
1896,1896 Summer Olympics,Austria,2,1,2,5,Summer
1896,1896 Summer Olympics,Denmark,1,2,3,6,Summer
1896,1896 Summer Olympics,France,5,4,2,11,Summer
1896,1896 Summer Olympics,Germany,6,5,2,13,Summer
1896,1896 Summer Olympics,Great Britain,2,3,2,7,Summer
1896,1896 Summer Olympics,Greece,10,18,19,47,Summer
1896,1896 Summer Olympics,Hungary,2,1,3,6,Summer
1896,1896 Summer Olympics,Mixed team,1,0,1,2,Summer
1896,1896 Summer Olympics,Switzerland,1,2,0,3,Summer
1896,1896 Summer Olympics,United States,11,7,2,20,Summer
1900,1900 Summer Olympics,Australia,0,0,3,3,Summer
1900,1900 Summer Olympics,Austria,0,3,3,6,Summer
1900,1900 Summer Olympics,Belgium,6,6,6,18,Summer
1900,1900 Summer Olympics,Bohemia,0,1,1,2,Summer
1900,1900 Summer Olympics,Cuba,1,1,0,2,Summer
1900,1900 Summer Olympics,Denmark,1,3,2,6,Summer
1900,1900 Summer Olympics,France,31,41,40,112,Summer
1900,1900 Summer Olympics,Germany,4,3,2,9,Summer
1900,1900 Summer Olympics,Great Britain,20,8,9,37,Summer
1900,1900 Summer Olympics,Hungary,1,2,2,5,Summer
1900,1900 Summer Olympics,India,0,2,0,2,Summer
1900,1900 Summer Olympics,Italy,3,2,0,5,Summer
1900,1900 Summer Olympics,Mixed team,1,2,3,6,Summer
1900,1900 Summer Olympics,Netherlands,1,2,3,6,Summer
1900,1900 Summer Olympics,Norway,0,2,3,5,Summer
1900,1900 Summer Olympics,Spain,1,0,0,1,Summer
1900,1900 Summer Olympics,Sweden,0,0,1,1,Summer
1900,1900 Summer Olympics,Switzerland,6,3,1,10,Summer
1900,1900 Summer Olympics,United States,20,13,15,48,Summer
1904,1904 Summer Olympics,Canada,4,1,1,6,Summer
1904,1904 Summer Olympics,Cuba,3,0,0,3,Summer
1904,1904 Summer Olympics,Germany,5,4,5,14,Summer
1904,1904 Summer Olympics,Great Britain,1,1,0,2,Summer
1904,1904 Summer Olympics,Greece,1,0,1,2,Summer
1904,1904 Summer Olympics,Hungary,2,1,1,4,Summer
1904,1904 Summer Olympics,Mixed team,1,0,0,1,Summer
1904,1904 Summer Olympics,United States,80,85,83,248,Summer
1906,1906 Intercalated,Australia,0,0,3,3,Intercalated
1906,1906 Intercalated,Austria,3,3,3,9,Intercalated
1906,1906 Intercalated,Belgium,2,2,3,7,Intercalated
1906,1906 Intercalated,Bohemia,0,0,2,2,Intercalated
1906,1906 Intercalated,Canada,1,1,0,2,Intercalated
1906,1906 Intercalated,Denmark,3,2,1,6,Intercalated
1906,1906 Intercalated,Finland,2,1,1,4,Intercalated
1906,1906 Intercalated,France,15,9,16,40,Intercalated
1906,1906 Intercalated,Germany,4,6,5,15,Intercalated
1906,1906 Intercalated,Great Britain,8,11,5,24,Intercalated
1906,1906 Intercalated,Greece,8,14,13,35,Intercalated
1906,1906 Intercalated,Hungary,2,5,3,10,Intercalated
1906,1906 Intercalated,Italy,7,6,3,16,Intercalated
1906,1906 Intercalated,Netherlands,0,1,2,3,Intercalated
1906,1906 Intercalated,Norway,1,1,0,2,Intercalated
1906,1906 Intercalated,Sweden,2,5,7,14,Intercalated
1906,1906 Intercalated,Switzerland,4,3,1,8,Intercalated
1906,1906 Intercalated,United States,12,6,6,24,Intercalated
1908,1908 Summer Olympics,Australasia,1,2,2,5,Summer
1908,1908 Summer Olympics,Austria,0,0,1,1,Summer
1908,1908 Summer Olympics,Belgium,1,5,2,8,Summer
1908,1908 Summer Olympics,Bohemia,0,0,2,2,Summer
1908,1908 Summer Olympics,Canada,3,3,10,16,Summer
1908,1908 Summer Olympics,Denmark,0,2,3,5,Summer
1908,1908 Summer Olympics,Finland,1,1,3,5,Summer
1908,1908 Summer Olympics,France,5,5,9,19,Summer
1908,1908 Summer Olympics,Germany,3,5,5,13,Summer
1908,1908 Summer Olympics,Great Britain,56,51,39,146,Summer
1908,1908 Summer Olympics,Greece,0,3,1,4,Summer
1908,1908 Summer Olympics,Hungary,3,4,2,9,Summer
1908,1908 Summer Olympics,Italy,2,2,0,4,Summer
1908,1908 Summer Olympics,Netherlands,0,0,2,2,Summer
1908,1908 Summer Olympics,Norway,2,3,3,8,Summer
1908,1908 Summer Olympics,Russian Federation,1,2,0,3,Summer
1908,1908 Summer Olympics,South Africa,1,1,0,2,Summer
1908,1908 Summer Olympics,Sweden,8,6,11,25,Summer
1908,1908 Summer Olympics,United States,23,12,12,47,Summer
1912,1912 Summer Olympics,Australasia,2,2,3,7,Summer
1912,1912 Summer Olympics,Austria,0,2,2,4,Summer
1912,1912 Summer Olympics,Belgium,2,1,3,6,Summer
1912,1912 Summer Olympics,Canada,3,2,3,8,Summer
1912,1912 Summer Olympics,Denmark,1,6,5,12,Summer
1912,1912 Summer Olympics,Finland,9,8,9,26,Summer
1912,1912 Summer Olympics,France,7,5,3,15,Summer
1912,1912 Summer Olympics,Germany,6,13,7,26,Summer
1912,1912 Summer Olympics,Great Britain,10,15,16,41,Summer
1912,1912 Summer Olympics,Greece,1,0,1,2,Summer
1912,1912 Summer Olympics,Hungary,3,2,3,8,Summer
1912,1912 Summer Olympics,Italy,5,1,2,8,Summer
1912,1912 Summer Olympics,Netherlands,0,0,3,3,Summer
1912,1912 Summer Olympics,Norway,3,2,5,10,Summer
1912,1912 Summer Olympics,Russian Federation,0,2,3,5,Summer
1912,1912 Summer Olympics,South Africa,4,2,0,6,Summer
1912,1912 Summer Olympics,Sweden,23,25,17,65,Summer
1912,1912 Summer Olympics,Switzerland,1,0,0,1,Summer
1912,1912 Summer Olympics,United States,26,19,19,64,Summer
1920,1920 Summer Olympics,Australia,0,2,1,3,Summer
1920,1920 Summer Olympics,Belgium,16,12,14,42,Summer
1920,1920 Summer Olympics,Brazil,1,1,1,3,Summer
1920,1920 Summer Olympics,Canada,3,3,3,9,Summer
1920,1920 Summer Olympics,Czechoslovakia,0,0,2,2,Summer
1920,1920 Summer Olympics,Denmark,3,9,1,13,Summer
1920,1920 Summer Olympics,Estonia,1,2,0,3,Summer
1920,1920 Summer Olympics,Finland,15,10,9,34,Summer
1920,1920 Summer Olympics,France,9,20,13,42,Summer
1920,1920 Summer Olympics,Great Britain,14,16,13,43,Summer
1920,1920 Summer Olympics,Greece,0,1,0,1,Summer
1920,1920 Summer Olympics,Italy,14,6,5,25,Summer
1920,1920 Summer Olympics,Japan,0,2,0,2,Summer
1920,1920 Summer Olympics,Luxembourg,0,1,0,1,Summer
1920,1920 Summer Olympics,Netherlands,4,2,5,11,Summer
1920,1920 Summer Olympics,New Zealand,0,0,1,1,Summer
1920,1920 Summer Olympics,Norway,13,10,9,32,Summer
1920,1920 Summer Olympics,South Africa,3,4,3,10,Summer
1920,1920 Summer Olympics,Spain,0,2,0,2,Summer
1920,1920 Summer Olympics,Sweden,19,20,25,64,Summer
1920,1920 Summer Olympics,Switzerland,2,2,7,11,Summer
1920,1920 Summer Olympics,United States,41,27,27,95,Summer
1924,1924 Summer Olympics,Argentina,1,3,2,6,Summer
1924,1924 Summer Olympics,Australia,3,1,2,6,Summer
1924,1924 Winter Olympics,Austria,2,1,0,3,Winter
1924,1924 Summer Olympics,Austria,0,3,1,4,Summer
1924,1924 Winter Olympics,Belgium,0,0,1,1,Winter
1924,1924 Summer Olympics,Belgium,3,7,3,13,Summer
1924,1924 Winter Olympics,Canada,1,0,0,1,Winter
1924,1924 Summer Olympics,Canada,0,3,1,4,Summer
1924,1924 Summer Olympics,Czechoslovakia,1,4,5,10,Summer
1924,1924 Summer Olympics,Denmark,2,6,3,11,Summer
1924,1924 Summer Olympics,Estonia,1,1,4,6,Summer
1924,1924 Winter Olympics,Finland,4,4,3,11,Winter
1924,1924 Summer Olympics,Finland,14,13,10,37,Summer
1924,1924 Winter Olympics,France,0,0,3,3,Winter
1924,1924 Summer Olympics,France,14,15,12,41,Summer
1924,1924 Winter Olympics,Great Britain,1,1,2,4,Winter
1924,1924 Summer Olympics,Great Britain,9,14,12,35,Summer
1924,1924 Summer Olympics,Greece,1,0,0,1,Summer
1924,1924 Summer Olympics,Haiti,0,0,1,1,Summer
1924,1924 Summer Olympics,Hungary,2,4,4,10,Summer
1924,1924 Summer Olympics,Ireland,0,1,1,2,Summer
1924,1924 Summer Olympics,Italy,8,3,5,16,Summer
1924,1924 Summer Olympics,Japan,0,0,1,1,Summer
1924,1924 Summer Olympics,Luxembourg,1,1,0,2,Summer
1924,1924 Winter Olympics,Mixed team,1,0,0,1,Winter
1924,1924 Summer Olympics,Monaco,0,0,1,1,Summer
1924,1924 Summer Olympics,Netherlands,4,1,6,11,Summer
1924,1924 Summer Olympics,New Zealand,0,0,1,1,Summer
1924,1924 Summer Olympics,Norway,5,2,3,10,Summer
1924,1924 Winter Olympics,Norway,4,7,6,17,Winter
1924,1924 Summer Olympics,Poland,0,1,1,2,Summer
1924,1924 Summer Olympics,Portugal,0,0,1,1,Summer
1924,1924 Summer Olympics,Romania,0,0,1,1,Summer
1924,1924 Summer Olympics,South Africa,1,1,1,3,Summer
1924,1924 Winter Olympics,Sweden,1,1,0,2,Winter
1924,1924 Summer Olympics,Sweden,4,13,12,29,Summer
1924,1924 Winter Olympics,Switzerland,2,0,1,3,Winter
1924,1924 Summer Olympics,Switzerland,7,8,10,25,Summer
1924,1924 Summer Olympics,United States,45,27,27,99,Summer
1924,1924 Winter Olympics,United States,1,2,1,4,Winter
1924,1924 Summer Olympics,Uruguay,1,0,0,1,Summer
1924,1924 Summer Olympics,Yugoslavia,2,0,0,2,Summer
1928,1928 Summer Olympics,Argentina,3,3,1,7,Summer
1928,1928 Summer Olympics,Australia,1,2,1,4,Summer
1928,1928 Summer Olympics,Austria,3,0,1,4,Summer
1928,1928 Winter Olympics,Austria,0,3,1,4,Winter
1928,1928 Winter Olympics,Belgium,0,0,1,1,Winter
1928,1928 Summer Olympics,Belgium,0,1,2,3,Summer
1928,1928 Winter Olympics,Canada,1,0,0,1,Winter
1928,1928 Summer Olympics,Canada,4,4,7,15,Summer
1928,1928 Summer Olympics,Chile,0,1,0,1,Summer
1928,1928 Winter Olympics,Czechoslovakia,0,0,1,1,Winter
1928,1928 Summer Olympics,Czechoslovakia,2,5,2,9,Summer
1928,1928 Summer Olympics,Denmark,3,2,4,9,Summer
1928,1928 Summer Olympics,Egypt,2,1,1,4,Summer
1928,1928 Summer Olympics,Estonia,2,1,2,5,Summer
1928,1928 Winter Olympics,Finland,2,1,1,4,Winter
1928,1928 Summer Olympics,Finland,8,8,9,25,Summer
1928,1928 Winter Olympics,France,1,0,0,1,Winter
1928,1928 Summer Olympics,France,7,12,6,25,Summer
1928,1928 Summer Olympics,Germany,11,9,19,39,Summer
1928,1928 Winter Olympics,Germany,0,0,1,1,Winter
1928,1928 Winter Olympics,Great Britain,0,0,1,1,Winter
1928,1928 Summer Olympics,Great Britain,4,11,7,22,Summer
1928,1928 Summer Olympics,Haiti,0,1,0,1,Summer
1928,1928 Summer Olympics,Hungary,5,5,0,10,Summer
1928,1928 Summer Olympics,India,1,0,0,1,Summer
1928,1928 Summer Olympics,Ireland,1,0,0,1,Summer
1928,1928 Summer Olympics,Italy,7,6,7,20,Summer
1928,1928 Summer Olympics,Japan,2,2,1,5,Summer
1928,1928 Summer Olympics,Luxembourg,1,0,0,1,Summer
1928,1928 Summer Olympics,Netherlands,8,10,5,23,Summer
1928,1928 Summer Olympics,New Zealand,1,0,0,1,Summer
1928,1928 Summer Olympics,Norway,1,2,1,4,Summer
1928,1928 Winter Olympics,Norway,6,4,5,15,Winter
1928,1928 Summer Olympics,Philippines,0,0,1,1,Summer
1928,1928 Summer Olympics,Poland,2,1,4,7,Summer
1928,1928 Summer Olympics,Portugal,0,0,1,1,Summer
1928,1928 Summer Olympics,South Africa,1,0,2,3,Summer
1928,1928 Summer Olympics,Spain,1,0,0,1,Summer
1928,1928 Winter Olympics,Sweden,2,2,1,5,Winter
1928,1928 Summer Olympics,Sweden,7,6,12,25,Summer
1928,1928 Winter Olympics,Switzerland,0,0,1,1,Winter
1928,1928 Summer Olympics,Switzerland,7,6,4,17,Summer
1928,1928 Winter Olympics,United States,2,2,2,6,Winter
1928,1928 Summer Olympics,United States,22,18,16,56,Summer
1928,1928 Summer Olympics,Uruguay,1,0,0,1,Summer
1928,1928 Summer Olympics,Yugoslavia,1,1,3,5,Summer
1932,1932 Summer Olympics,Argentina,3,1,0,4,Summer
1932,1932 Summer Olympics,Australia,3,1,1,5,Summer
1932,1932 Winter Olympics,Austria,1,1,0,2,Winter
1932,1932 Summer Olympics,Austria,1,1,3,5,Summer
1932,1932 Summer Olympics,Belgium,0,0,1,1,Summer
1932,1932 Winter Olympics,Canada,1,1,5,7,Winter
1932,1932 Summer Olympics,Canada,2,5,9,16,Summer
1932,1932 Summer Olympics,Czechoslovakia,1,3,2,6,Summer
1932,1932 Summer Olympics,Denmark,0,5,3,8,Summer
1932,1932 Winter Olympics,Finland,1,1,1,3,Winter
1932,1932 Summer Olympics,Finland,5,8,12,25,Summer
1932,1932 Winter Olympics,France,1,0,0,1,Winter
1932,1932 Summer Olympics,France,11,5,4,20,Summer
1932,1932 Winter Olympics,Germany,0,0,2,2,Winter
1932,1932 Summer Olympics,Germany,5,12,7,24,Summer
1932,1932 Summer Olympics,Great Britain,5,7,5,17,Summer
1932,1932 Winter Olympics,Hungary,0,0,1,1,Winter
1932,1932 Summer Olympics,Hungary,6,5,5,16,Summer
1932,1932 Summer Olympics,India,1,0,0,1,Summer
1932,1932 Summer Olympics,Ireland,2,0,0,2,Summer
1932,1932 Summer Olympics,Italy,12,12,12,36,Summer
1932,1932 Summer Olympics,Japan,7,7,4,18,Summer
1932,1932 Summer Olympics,Latvia,0,1,0,1,Summer
1932,1932 Summer Olympics,Mexico,0,2,0,2,Summer
1932,1932 Summer Olympics,Netherlands,2,5,1,8,Summer
1932,1932 Summer Olympics,New Zealand,0,1,0,1,Summer
1932,1932 Winter Olympics,Norway,3,4,3,10,Winter
1932,1932 Summer Olympics,Philippines,0,0,3,3,Summer
1932,1932 Summer Olympics,Poland,3,2,4,9,Summer
1932,1932 Summer Olympics,South Africa,2,0,3,5,Summer
1932,1932 Summer Olympics,Spain,0,0,1,1,Summer
1932,1932 Winter Olympics,Sweden,1,2,0,3,Winter
1932,1932 Summer Olympics,Sweden,10,5,9,24,Summer
1932,1932 Summer Olympics,Switzerland,0,1,0,1,Summer
1932,1932 Winter Olympics,Switzerland,0,1,0,1,Winter
1932,1932 Summer Olympics,United States,44,36,30,110,Summer
1932,1932 Winter Olympics,United States,6,4,2,12,Winter
1932,1932 Summer Olympics,Uruguay,0,0,1,1,Summer
1936,1936 Summer Olympics,Argentina,2,2,3,7,Summer
1936,1936 Summer Olympics,Australia,0,0,1,1,Summer
1936,1936 Winter Olympics,Austria,1,1,2,4,Winter
1936,1936 Summer Olympics,Austria,5,7,5,17,Summer
1936,1936 Summer Olympics,Belgium,0,0,3,3,Summer
1936,1936 Winter Olympics,Canada,0,1,0,1,Winter
1936,1936 Summer Olympics,Canada,1,3,5,9,Summer
1936,1936 Summer Olympics,Czechoslovakia,3,5,1,9,Summer
1936,1936 Summer Olympics,Denmark,0,2,3,5,Summer
1936,1936 Summer Olympics,Egypt,2,1,2,5,Summer
1936,1936 Summer Olympics,Estonia,2,2,3,7,Summer
1936,1936 Winter Olympics,Finland,1,2,3,6,Winter
1936,1936 Summer Olympics,Finland,8,6,6,20,Summer
1936,1936 Winter Olympics,France,0,0,1,1,Winter
1936,1936 Summer Olympics,France,7,6,6,19,Summer
1936,1936 Summer Olympics,Germany,38,31,32,101,Summer
1936,1936 Winter Olympics,Germany,3,3,0,6,Winter
1936,1936 Winter Olympics,Great Britain,1,1,1,3,Winter
1936,1936 Summer Olympics,Great Britain,4,7,3,14,Summer
1936,1936 Winter Olympics,Hungary,0,0,1,1,Winter
1936,1936 Summer Olympics,Hungary,10,1,5,16,Summer
1936,1936 Summer Olympics,India,1,0,0,1,Summer
1936,1936 Summer Olympics,Italy,9,13,5,27,Summer
1936,1936 Summer Olympics,Japan,6,4,10,20,Summer
1936,1936 Summer Olympics,Latvia,0,1,1,2,Summer
1936,1936 Summer Olympics,Mexico,0,0,3,3,Summer
1936,1936 Summer Olympics,Netherlands,6,4,7,17,Summer
1936,1936 Summer Olympics,New Zealand,1,0,0,1,Summer
1936,1936 Summer Olympics,Norway,1,3,2,6,Summer
1936,1936 Winter Olympics,Norway,7,5,3,15,Winter
1936,1936 Summer Olympics,Philippines,0,0,1,1,Summer
1936,1936 Summer Olympics,Poland,0,4,5,9,Summer
1936,1936 Summer Olympics,Portugal,0,0,1,1,Summer
1936,1936 Summer Olympics,Romania,0,1,0,1,Summer
1936,1936 Summer Olympics,South Africa,0,1,0,1,Summer
1936,1936 Winter Olympics,Sweden,2,2,3,7,Winter
1936,1936 Summer Olympics,Sweden,6,5,10,21,Summer
1936,1936 Winter Olympics,Switzerland,1,2,0,3,Winter
1936,1936 Summer Olympics,Switzerland,4,9,5,18,Summer
1936,1936 Summer Olympics,Türkiye,1,0,1,2,Summer
1936,1936 Winter Olympics,United States,1,0,3,4,Winter
1936,1936 Summer Olympics,United States,24,21,12,57,Summer
1936,1936 Summer Olympics,Yugoslavia,0,1,0,1,Summer
1948,1948 Summer Olympics,Argentina,3,3,1,7,Summer
1948,1948 Summer Olympics,Australia,2,6,5,13,Summer
1948,1948 Summer Olympics,Austria,2,2,4,8,Summer
1948,1948 Winter Olympics,Austria,1,3,4,8,Winter
1948,1948 Winter Olympics,Belgium,1,1,0,2,Winter
1948,1948 Summer Olympics,Belgium,2,2,3,7,Summer
1948,1948 Summer Olympics,Brazil,0,0,1,1,Summer
1948,1948 Winter Olympics,Canada,2,0,1,3,Winter
1948,1948 Summer Olympics,Canada,0,2,2,4,Summer
1948,1948 Summer Olympics,Cuba,0,1,0,1,Summer
1948,1948 Winter Olympics,Czechoslovakia,0,1,0,1,Winter
1948,1948 Summer Olympics,Czechoslovakia,6,2,3,11,Summer
1948,1948 Summer Olympics,Denmark,5,8,9,22,Summer
1948,1948 Summer Olympics,Egypt,2,2,1,5,Summer
1948,1948 Winter Olympics,Finland,1,3,2,6,Winter
1948,1948 Summer Olympics,Finland,10,8,6,24,Summer
1948,1948 Summer Olympics,France,11,6,15,32,Summer
1948,1948 Winter Olympics,France,2,1,2,5,Winter
1948,1948 Winter Olympics,Great Britain,0,0,2,2,Winter
1948,1948 Summer Olympics,Great Britain,4,16,7,27,Summer
1948,1948 Winter Olympics,Hungary,0,1,0,1,Winter
1948,1948 Summer Olympics,Hungary,10,5,13,28,Summer
1948,1948 Summer Olympics,India,1,0,0,1,Summer
1948,1948 Summer Olympics,Ireland,0,0,1,1,Summer
1948,1948 Summer Olympics,Islamic Republic of Iran,0,0,1,1,Summer
1948,1948 Winter Olympics,Italy,1,0,0,1,Winter
1948,1948 Summer Olympics,Italy,9,12,10,31,Summer
1948,1948 Summer Olympics,Jamaica,1,2,0,3,Summer
1948,1948 Summer Olympics,Mexico,2,1,2,5,Summer
1948,1948 Summer Olympics,Netherlands,5,2,9,16,Summer
1948,1948 Summer Olympics,Norway,1,3,3,7,Summer
1948,1948 Winter Olympics,Norway,4,3,3,10,Winter
1948,1948 Summer Olympics,Panama,0,0,2,2,Summer
1948,1948 Summer Olympics,Peru,1,0,0,1,Summer
1948,1948 Summer Olympics,Poland,1,0,1,2,Summer
1948,1948 Summer Olympics,Portugal,0,1,1,2,Summer
1948,1948 Summer Olympics,Puerto Rico,0,0,1,1,Summer
1948,1948 Summer Olympics,Republic of Korea,0,0,2,2,Summer
1948,1948 Summer Olympics,South Africa,2,2,2,6,Summer
1948,1948 Summer Olympics,Spain,0,1,0,1,Summer
1948,1948 Summer Olympics,Sri Lanka,0,1,0,1,Summer
1948,1948 Summer Olympics,Sweden,17,11,18,46,Summer
1948,1948 Winter Olympics,Sweden,4,3,3,10,Winter
1948,1948 Winter Olympics,Switzerland,3,4,3,10,Winter
1948,1948 Summer Olympics,Switzerland,5,12,6,23,Summer
1948,1948 Summer Olympics,Trinidad and Tobago,0,1,0,1,Summer
1948,1948 Summer Olympics,Türkiye,6,4,2,12,Summer
1948,1948 Summer Olympics,United States,38,27,19,84,Summer
1948,1948 Winter Olympics,United States,3,4,2,9,Winter
1948,1948 Summer Olympics,Uruguay,0,1,1,2,Summer
1948,1948 Summer Olympics,Yugoslavia,0,2,0,2,Summer
1952,1952 Summer Olympics,Argentina,1,2,2,5,Summer
1952,1952 Summer Olympics,Australia,6,2,3,11,Summer
1952,1952 Summer Olympics,Austria,0,1,1,2,Summer
1952,1952 Winter Olympics,Austria,2,4,2,8,Winter
1952,1952 Summer Olympics,Belgium,2,2,0,4,Summer
1952,1952 Summer Olympics,Brazil,1,0,2,3,Summer
1952,1952 Summer Olympics,Bulgaria,0,0,1,1,Summer
1952,1952 Summer Olympics,Canada,1,2,0,3,Summer
1952,1952 Winter Olympics,Canada,1,0,1,2,Winter
1952,1952 Summer Olympics,Chile,0,2,0,2,Summer
1952,1952 Summer Olympics,Czechoslovakia,7,3,3,13,Summer
1952,1952 Summer Olympics,Denmark,2,1,3,6,Summer
1952,1952 Summer Olympics,Egypt,0,0,1,1,Summer
1952,1952 Winter Olympics,Finland,3,4,2,9,Winter
1952,1952 Summer Olympics,Finland,6,3,13,22,Summer
1952,1952 Winter Olympics,France,0,0,1,1,Winter
1952,1952 Summer Olympics,France,6,6,6,18,Summer
1952,1952 Winter Olympics,Germany,3,2,2,7,Winter
1952,1952 Summer Olympics,Germany,0,7,17,24,Summer
1952,1952 Winter Olympics,Great Britain,1,0,0,1,Winter
1952,1952 Summer Olympics,Great Britain,1,2,8,11,Summer
1952,1952 Winter Olympics,Hungary,0,0,1,1,Winter
1952,1952 Summer Olympics,Hungary,16,10,16,42,Summer
1952,1952 Summer Olympics,India,1,0,1,2,Summer
1952,1952 Summer Olympics,Ireland,0,1,0,1,Summer
1952,1952 Summer Olympics,Islamic Republic of Iran,0,3,4,7,Summer
1952,1952 Winter Olympics,Italy,1,0,1,2,Winter
1952,1952 Summer Olympics,Italy,8,9,4,21,Summer
1952,1952 Summer Olympics,Jamaica,2,3,0,5,Summer
1952,1952 Summer Olympics,Japan,1,6,2,9,Summer
1952,1952 Summer Olympics,Lebanon,0,1,1,2,Summer
1952,1952 Summer Olympics,Luxembourg,1,0,0,1,Summer
1952,1952 Summer Olympics,Mexico,0,1,0,1,Summer
1952,1952 Summer Olympics,Netherlands,0,5,0,5,Summer
1952,1952 Winter Olympics,Netherlands,0,3,0,3,Winter
1952,1952 Summer Olympics,New Zealand,1,0,2,3,Summer
1952,1952 Summer Olympics,Norway,3,2,0,5,Summer
1952,1952 Winter Olympics,Norway,7,3,6,16,Winter
1952,1952 Summer Olympics,Poland,1,2,1,4,Summer
1952,1952 Summer Olympics,Portugal,0,0,1,1,Summer
1952,1952 Summer Olympics,Republic of Korea,0,0,2,2,Summer
1952,1952 Summer Olympics,Romania,1,1,2,4,Summer
1952,1952 Summer Olympics,South Africa,2,4,4,10,Summer
1952,1952 Summer Olympics,Soviet Union,22,30,19,71,Summer
1952,1952 Summer Olympics,Spain,0,1,0,1,Summer
1952,1952 Winter Olympics,Sweden,0,0,4,4,Winter
1952,1952 Summer Olympics,Sweden,12,13,10,35,Summer
1952,1952 Winter Olympics,Switzerland,0,0,2,2,Winter
1952,1952 Summer Olympics,Switzerland,2,6,6,14,Summer
1952,1952 Summer Olympics,Trinidad and Tobago,0,0,2,2,Summer
1952,1952 Summer Olympics,Türkiye,2,0,1,3,Summer
1952,1952 Winter Olympics,United States,4,6,1,11,Winter
1952,1952 Summer Olympics,United States,40,19,17,76,Summer
1952,1952 Summer Olympics,Uruguay,0,0,2,2,Summer
1952,1952 Summer Olympics,Venezuela,0,0,1,1,Summer
1952,1952 Summer Olympics,Yugoslavia,1,2,0,3,Summer
1956,1956 Summer Olympics,Argentina,0,1,1,2,Summer
1956,1956 Summer Olympics,Australia,13,8,14,35,Summer
1956,1956 Summer Olympics,Austria,0,0,2,2,Summer
1956,1956 Winter Olympics,Austria,4,3,4,11,Winter
1956,1956 Summer Olympics,Belgium,0,2,0,2,Summer
1956,1956 Summer Olympics,Brazil,1,0,0,1,Summer
1956,1956 Summer Olympics,Bulgaria,1,3,1,5,Summer
1956,1956 Equestrian,Canada,0,0,1,1,Equestrian
1956,1956 Summer Olympics,Canada,2,1,2,5,Summer
1956,1956 Winter Olympics,Canada,0,1,2,3,Winter
1956,1956 Summer Olympics,Chile,0,2,2,4,Summer
1956,1956 Summer Olympics,Czechoslovakia,1,4,1,6,Summer
1956,1956 Equestrian,Denmark,0,1,0,1,Equestrian
1956,1956 Summer Olympics,Denmark,1,1,1,3,Summer
1956,1956 Winter Olympics,Finland,3,3,1,7,Winter
1956,1956 Summer Olympics,Finland,3,1,11,15,Summer
1956,1956 Summer Olympics,France,4,4,6,14,Summer
1956,1956 Equestrian,Germany,2,3,1,6,Equestrian
1956,1956 Winter Olympics,Germany,1,0,1,2,Winter
1956,1956 Summer Olympics,Germany,4,10,6,20,Summer
1956,1956 Equestrian,Great Britain,1,0,2,3,Equestrian
1956,1956 Summer Olympics,Great Britain,5,7,9,21,Summer
1956,1956 Summer Olympics,Greece,0,0,1,1,Summer
1956,1956 Winter Olympics,Hungary,0,0,1,1,Winter
1956,1956 Summer Olympics,Hungary,9,10,7,26,Summer
1956,1956 Summer Olympics,Iceland,0,1,0,1,Summer
1956,1956 Summer Olympics,India,1,0,0,1,Summer
1956,1956 Summer Olympics,Ireland,1,1,3,5,Summer
1956,1956 Summer Olympics,Islamic Republic of Iran,2,2,1,5,Summer
1956,1956 Winter Olympics,Italy,1,2,0,3,Winter
1956,1956 Equestrian,Italy,0,2,1,3,Equestrian
1956,1956 Summer Olympics,Italy,8,6,8,22,Summer
1956,1956 Winter Olympics,Japan,0,1,0,1,Winter
1956,1956 Summer Olympics,Japan,4,10,5,19,Summer
1956,1956 Summer Olympics,Mexico,1,0,1,2,Summer
1956,1956 Summer Olympics,New Zealand,2,0,0,2,Summer
1956,1956 Winter Olympics,Norway,2,1,1,4,Winter
1956,1956 Summer Olympics,Norway,1,0,2,3,Summer
1956,1956 Summer Olympics,Pakistan,0,1,0,1,Summer
1956,1956 Winter Olympics,Poland,0,0,1,1,Winter
1956,1956 Summer Olympics,Poland,1,4,4,9,Summer
1956,1956 Summer Olympics,Republic of Korea,0,1,1,2,Summer
1956,1956 Summer Olympics,Romania,5,3,5,13,Summer
1956,1956 Summer Olympics,South Africa,0,0,4,4,Summer
1956,1956 Summer Olympics,Soviet Union,37,29,32,98,Summer
1956,1956 Winter Olympics,Soviet Union,7,3,6,16,Winter
1956,1956 Equestrian,Sweden,3,0,0,3,Equestrian
1956,1956 Winter Olympics,Sweden,2,4,4,10,Winter
1956,1956 Summer Olympics,Sweden,5,5,6,16,Summer
1956,1956 Equestrian,Switzerland,0,0,1,1,Equestrian
